L1-APD1,L1-APD2,L2-APD1,L2-APD2,L3-APD1,L3-APD2,L4-APD1,L4-APD2
nan,nan,nan,nan,41.89,82.19,44.95,57.45
nan,nan,nan,nan,41.65,83.26,46.69,57.1
nan,nan,nan,nan,41.38,82.19,45.14,57.35
nan,nan,nan,nan,41.51,80.86,46.18,57.23
nan,nan,nan,nan,41.02,75.46,47.54,52.63
nan,nan,nan,nan,41.1,79.77,47.92,53.08
nan,nan,nan,nan,42.79,59.72,47.98,53.01
nan,nan,nan,nan,42.98,71.73,45.73,56.7
nan,nan,nan,nan,41.89,67.5,44.97,55.74
nan,nan,nan,nan,41.43,69.83,47.25,54.42
nan,nan,nan,nan,41.35,68.04,45.89,56.71
nan,nan,nan,nan,40.88,67.53,46.16,57.08
nan,nan,nan,nan,40.81,68.93,46.0,56.7
nan,nan,nan,nan,40.75,69.44,46.15,56.82
nan,nan,nan,nan,40.63,69.62,45.84,56.78
nan,nan,nan,nan,40.89,69.94,45.69,56.77
nan,nan,nan,nan,41.33,70.07,45.45,56.5
nan,nan,nan,nan,47.26,70.17,44.09,56.37
nan,nan,nan,nan,41.79,69.86,42.24,55.99
nan,nan,nan,nan,41.76,70.08,41.69,56.04
nan,nan,nan,nan,41.68,70.25,44.86,56.55
nan,nan,nan,nan,41.77,70.19,44.62,56.6
nan,nan,nan,nan,42.02,70.14,43.24,56.2
nan,nan,nan,nan,41.76,70.11,42.86,56.03
nan,nan,nan,nan,41.64,70.27,44.32,56.47
nan,nan,nan,nan,41.96,71.39,44.52,56.38
nan,nan,nan,nan,41.66,70.53,45.13,56.56
nan,nan,nan,nan,41.04,70.35,45.29,56.59
nan,nan,nan,nan,41.46,70.27,44.95,56.88
nan,nan,nan,nan,40.39,70.34,45.87,56.69
nan,nan,nan,nan,40.44,70.21,45.9,56.84
nan,nan,nan,nan,40.36,70.23,45.78,57.04
nan,nan,nan,nan,40.3,70.21,45.38,56.67
nan,nan,nan,nan,40.21,69.01,46.02,56.89
nan,nan,nan,nan,40.14,70.38,45.89,57.02
nan,nan,nan,nan,40.13,70.37,45.65,57.28
nan,nan,nan,nan,40.37,70.19,45.51,56.92
nan,nan,nan,nan,40.19,70.37,45.69,56.76
nan,nan,nan,nan,40.31,70.43,45.7,56.89
nan,nan,nan,nan,40.41,70.27,45.92,56.98
nan,nan,nan,nan,40.34,70.26,45.74,56.72
nan,nan,nan,nan,40.08,70.58,43.53,58.39
nan,nan,nan,nan,40.14,70.27,45.71,56.97
nan,nan,nan,nan,40.43,70.28,45.92,56.96
nan,nan,nan,nan,40.33,70.28,45.67,56.87
nan,nan,nan,nan,39.96,70.15,45.77,56.91
nan,nan,nan,nan,40.46,70.34,45.63,56.93
nan,nan,nan,nan,40.59,70.41,45.52,56.75
nan,nan,nan,nan,40.9,70.77,45.51,56.85
nan,nan,nan,nan,41.11,70.59,45.15,55.74
nan,nan,nan,nan,41.19,70.46,45.14,56.85
nan,nan,nan,nan,41.61,70.45,44.05,56.41
nan,nan,nan,nan,41.26,70.32,44.5,56.61
nan,nan,nan,nan,41.26,70.52,44.35,56.74
nan,nan,nan,nan,41.47,70.71,44.14,56.86
nan,nan,nan,nan,41.54,70.81,44.09,56.71
nan,nan,nan,nan,41.64,70.64,43.69,56.63
nan,nan,nan,nan,41.56,70.3,41.44,56.21
nan,nan,nan,nan,40.47,69.82,39.99,56.0
nan,nan,nan,nan,40.17,69.8,40.05,56.02
nan,nan,nan,nan,40.68,70.02,40.99,56.2
nan,nan,nan,nan,40.54,69.84,40.3,56.08
