L1-APD1,L1-APD2,L2-APD1,L2-APD2,L3-APD1,L3-APD2,L4-APD1,L4-APD2
nan,nan,nan,nan,35.23,79.49,22.58,33.63
nan,nan,nan,nan,35.03,79.6,22.12,32.68
nan,nan,nan,nan,35.65,79.59,22.35,32.88
nan,nan,nan,nan,34.92,79.86,21.93,33.69
nan,nan,nan,nan,35.53,79.53,21.38,33.47
nan,nan,nan,nan,34.56,80.43,22.37,33.01
nan,nan,nan,nan,34.48,79.44,21.58,33.67
nan,nan,nan,nan,35.83,79.74,21.37,32.19
nan,nan,nan,nan,35.98,79.69,21.63,33.08
nan,nan,nan,nan,35.45,79.55,21.94,33.18
nan,nan,nan,nan,35.62,80.04,22.63,32.98
nan,nan,nan,nan,34.92,79.87,23.12,33.31
nan,nan,nan,nan,35.86,79.79,23.69,32.95
nan,nan,nan,nan,35.21,80.12,22.53,32.28
nan,nan,nan,nan,35.41,80.02,22.39,33.95
nan,nan,nan,nan,35.52,80.07,23.01,33.8
nan,nan,nan,nan,35.61,79.5,22.73,33.2
nan,nan,nan,nan,35.66,80.57,23.45,32.57
nan,nan,nan,nan,35.31,79.91,22.4,33.27
nan,nan,nan,nan,34.95,79.74,22.4,33.45
nan,nan,nan,nan,35.7,79.79,20.99,32.89
nan,nan,nan,nan,35.56,79.75,22.54,33.38
nan,nan,nan,nan,35.05,79.66,22.54,33.04
nan,nan,nan,nan,35.4,79.75,23.18,33.12
nan,nan,nan,nan,34.96,79.93,23.2,33.15
nan,nan,nan,nan,35.72,79.67,22.84,34.28
nan,nan,nan,nan,35.41,79.78,23.38,33.39
nan,nan,nan,nan,35.32,79.85,22.94,32.98
nan,nan,nan,nan,36.24,79.72,22.53,34.31
nan,nan,nan,nan,34.87,79.95,22.51,33.58
nan,nan,nan,nan,35.64,78.26,20.59,34.12
nan,nan,nan,nan,35.1,80.0,21.81,32.58
nan,nan,nan,nan,34.53,79.76,21.79,33.74
nan,nan,nan,nan,36.25,80.26,21.74,32.32
nan,nan,nan,nan,35.24,80.67,22.27,33.0
nan,nan,nan,nan,35.89,80.27,22.04,33.39
nan,nan,nan,nan,35.84,79.91,23.7,33.66
nan,nan,nan,nan,36.11,79.22,22.98,34.03
nan,nan,nan,nan,35.51,79.48,23.49,33.95
nan,nan,nan,nan,35.71,79.8,23.14,33.66
nan,nan,nan,nan,35.42,79.78,22.56,33.5
nan,nan,nan,nan,35.28,79.33,22.24,34.45
nan,nan,nan,nan,34.76,79.28,22.77,33.67
nan,nan,nan,nan,35.75,79.13,21.94,34.8
nan,nan,nan,nan,35.41,79.82,23.46,33.1
nan,nan,nan,nan,34.44,79.51,21.78,34.03
nan,nan,nan,nan,35.78,79.67,20.1,32.64
nan,nan,nan,nan,35.15,80.53,23.31,32.75
nan,nan,nan,nan,35.7,80.25,23.06,33.44
nan,nan,nan,nan,35.46,79.78,23.09,34.07
nan,nan,nan,nan,35.93,79.56,22.11,33.48
nan,nan,nan,nan,35.52,80.37,24.12,33.3
nan,nan,nan,nan,35.41,80.04,22.74,33.17
nan,nan,nan,nan,35.11,80.25,22.73,33.2
nan,nan,nan,nan,35.98,80.11,22.86,32.96
nan,nan,nan,nan,35.57,79.97,23.67,33.47
nan,nan,nan,nan,35.48,79.75,22.1,33.1
nan,nan,nan,nan,35.25,80.4,22.19,33.13
nan,nan,nan,nan,35.0,79.66,22.73,33.24
nan,nan,nan,nan,35.04,78.86,22.9,33.51
nan,nan,nan,nan,35.31,79.09,24.22,33.3
nan,nan,nan,nan,35.8,79.04,23.33,34.39
nan,nan,nan,nan,35.25,79.1,23.62,34.43
nan,nan,nan,nan,36.17,79.08,23.05,34.31
nan,nan,nan,nan,35.56,79.54,23.16,33.68
nan,nan,nan,nan,35.9,79.84,23.33,33.62
nan,nan,nan,nan,35.45,80.3,22.51,32.5
nan,nan,nan,nan,35.73,80.73,23.56,32.42
nan,nan,nan,nan,35.01,80.84,23.14,32.39
nan,nan,nan,nan,35.38,80.19,20.87,31.85
nan,nan,nan,nan,35.21,79.87,22.16,29.79
nan,nan,nan,nan,34.42,67.84,22.53,27.3
nan,nan,nan,nan,34.8,63.35,20.2,27.24
nan,nan,nan,nan,35.28,62.85,21.99,28.16
nan,nan,nan,nan,35.64,62.39,22.71,27.48
nan,nan,nan,nan,36.19,62.33,22.84,26.33
nan,nan,nan,nan,35.43,63.15,22.09,26.84
nan,nan,nan,nan,35.94,62.61,23.16,27.09
nan,nan,nan,nan,35.53,63.16,22.15,27.11
nan,nan,nan,nan,35.24,62.64,22.13,27.01
nan,nan,nan,nan,35.26,63.26,22.09,27.54
nan,nan,nan,nan,36.24,64.02,22.55,26.8
nan,nan,nan,nan,26.28,64.82,22.4,26.86
nan,nan,nan,nan,36.19,80.56,22.35,31.56
nan,nan,nan,nan,34.5,80.51,23.21,32.86
nan,nan,nan,nan,35.75,80.68,21.13,31.89
nan,nan,nan,nan,35.52,80.38,22.47,31.49
nan,nan,nan,nan,34.95,80.42,23.44,33.13
nan,nan,nan,nan,35.71,80.13,22.55,32.38
nan,nan,nan,nan,34.84,79.95,23.08,33.15
nan,nan,nan,nan,35.57,79.79,22.75,34.05
nan,nan,nan,nan,36.06,79.26,23.87,33.85
nan,nan,nan,nan,35.47,79.23,23.52,33.62
nan,nan,nan,nan,35.49,79.5,23.75,34.41
nan,nan,nan,nan,35.6,78.76,21.91,32.87
nan,nan,nan,nan,35.72,79.21,23.33,33.66
nan,nan,nan,nan,35.15,79.37,24.09,33.45
nan,nan,nan,nan,34.96,78.78,24.09,34.05
nan,nan,nan,nan,35.56,79.08,21.44,32.94
nan,nan,nan,nan,35.19,78.8,23.63,31.52
nan,nan,nan,nan,35.85,79.03,20.93,33.77
nan,nan,nan,nan,35.36,78.64,22.72,33.23
nan,nan,nan,nan,35.05,78.84,23.92,33.99
nan,nan,nan,nan,36.07,78.68,23.2,34.52
nan,nan,nan,nan,35.91,78.76,24.09,34.24
nan,nan,nan,nan,35.48,78.52,23.07,35.06
nan,nan,nan,nan,35.65,78.25,22.37,34.52
nan,nan,nan,nan,36.18,78.18,22.38,34.09
nan,nan,nan,nan,37.08,78.2,22.09,34.06
nan,nan,nan,nan,35.78,78.21,22.78,34.78
nan,nan,nan,nan,35.49,77.96,23.76,33.82
nan,nan,nan,nan,35.25,78.28,21.66,33.73
nan,nan,nan,nan,35.18,78.43,23.62,34.08
nan,nan,nan,nan,35.09,78.78,23.54,34.08
nan,nan,nan,nan,35.41,78.88,22.52,33.1
nan,nan,nan,nan,34.72,79.47,22.39,33.4
nan,nan,nan,nan,35.64,79.25,21.67,33.57
nan,nan,nan,nan,35.21,79.09,23.24,33.57
nan,nan,nan,nan,35.84,78.99,23.19,33.84
nan,nan,nan,nan,35.37,79.12,23.82,33.5
nan,nan,nan,nan,35.61,79.27,22.38,33.96
nan,nan,nan,nan,35.55,78.54,21.96,34.25
nan,nan,nan,nan,35.57,78.98,23.72,33.39
nan,nan,nan,nan,34.65,78.87,22.72,33.61
nan,nan,nan,nan,35.9,79.22,22.48,33.72
nan,nan,nan,nan,35.75,79.33,20.19,34.51
nan,nan,nan,nan,36.05,79.41,22.65,33.83
nan,nan,nan,nan,35.77,79.45,23.22,33.54
nan,nan,nan,nan,35.47,79.7,23.29,33.78
nan,nan,nan,nan,36.14,79.53,23.92,34.08
nan,nan,nan,nan,35.59,80.4,23.72,33.61
nan,nan,nan,nan,35.48,79.95,22.71,33.55
nan,nan,nan,nan,35.52,79.93,23.15,34.08
nan,nan,nan,nan,35.96,79.07,22.82,33.55
nan,nan,nan,nan,35.46,78.96,21.43,33.95
nan,nan,nan,nan,35.33,78.75,23.44,33.35
nan,nan,nan,nan,34.98,78.12,22.77,34.68
nan,nan,nan,nan,35.64,78.15,22.01,34.48
nan,nan,nan,nan,36.1,78.37,24.02,33.82
nan,nan,nan,nan,35.43,78.71,23.83,34.78
nan,nan,nan,nan,35.15,78.58,22.68,34.7
nan,nan,nan,nan,35.77,78.08,22.82,34.52
nan,nan,nan,nan,35.48,78.9,24.29,33.64
nan,nan,nan,nan,35.12,77.82,22.99,34.09
nan,nan,nan,nan,35.59,78.52,23.39,33.62
nan,nan,nan,nan,35.68,78.33,23.63,33.4
nan,nan,nan,nan,34.73,78.38,22.49,34.11
nan,nan,nan,nan,35.68,78.21,23.14,33.58
nan,nan,nan,nan,35.29,78.1,22.87,33.42
nan,nan,nan,nan,34.95,78.55,23.08,33.68
nan,nan,nan,nan,35.91,78.23,23.18,34.22
nan,nan,nan,nan,35.49,78.34,23.5,34.36
nan,nan,nan,nan,35.03,78.09,22.46,33.69
nan,nan,nan,nan,36.15,78.22,23.06,34.52
nan,nan,nan,nan,35.61,78.07,23.43,34.15
nan,nan,nan,nan,35.61,77.7,23.27,34.32
nan,nan,nan,nan,35.05,78.25,22.58,33.65
nan,nan,nan,nan,35.04,77.67,22.49,34.03
nan,nan,nan,nan,36.11,78.08,22.23,34.06
nan,nan,nan,nan,35.33,78.38,24.1,33.33
nan,nan,nan,nan,35.71,78.01,24.3,34.21
nan,nan,nan,nan,35.99,78.64,24.01,33.81
nan,nan,nan,nan,35.98,78.48,22.95,34.1
nan,nan,nan,nan,35.01,78.62,23.94,34.42
nan,nan,nan,nan,35.09,78.23,23.62,34.61
nan,nan,nan,nan,35.58,78.4,22.92,33.21
nan,nan,nan,nan,35.61,78.28,22.68,34.11
nan,nan,nan,nan,35.24,78.13,22.64,33.57
nan,nan,nan,nan,34.71,78.24,23.37,27.97
nan,nan,nan,nan,35.5,78.19,23.5,33.46
nan,nan,nan,nan,35.16,78.53,23.2,33.86
nan,nan,nan,nan,35.65,78.17,23.29,34.54
nan,nan,nan,nan,34.92,78.93,23.0,33.84
nan,nan,nan,nan,35.33,78.54,22.93,34.2
nan,nan,nan,nan,35.12,78.58,23.68,34.22
nan,nan,nan,nan,36.18,78.31,23.27,34.22
nan,nan,nan,nan,35.31,78.49,23.3,33.99
nan,nan,nan,nan,35.5,77.89,22.91,34.36
nan,nan,nan,nan,35.35,78.9,22.91,33.6
nan,nan,nan,nan,35.76,78.79,22.43,33.27
nan,nan,nan,nan,35.5,78.62,24.3,33.69
nan,nan,nan,nan,35.02,78.7,22.72,33.7
nan,nan,nan,nan,35.27,78.59,22.74,33.35
nan,nan,nan,nan,35.5,78.59,21.48,34.45
nan,nan,nan,nan,35.56,78.61,22.31,34.17
nan,nan,nan,nan,35.9,78.46,23.41,33.79
nan,nan,nan,nan,35.49,78.51,24.02,33.01
nan,nan,nan,nan,35.35,78.9,23.06,34.79
