L1-APD1,L1-APD2,L2-APD1,L2-APD2,L3-APD1,L3-APD2,L4-APD1,L4-APD2
nan,nan,7.53,13.08,97.29,117.41,81.15,89.84
4.25,nan,10.44,nan,97.22,117.62,81.56,89.86
4.67,nan,5.97,nan,97.49,119.29,85.52,90.76
10.47,nan,4.25,28.7,97.59,121.74,91.95,92.69
nan,nan,7.23,nan,97.85,124.74,94.37,94.21
4.57,nan,7.67,nan,97.86,124.12,92.04,92.07
4.58,nan,5.04,nan,97.27,123.24,93.25,92.38
10.05,nan,2.53,22.01,97.58,120.89,90.38,92.1
nan,nan,9.3,nan,97.4,120.44,87.8,90.92
3.8,27.33,11.45,nan,97.11,118.49,85.57,90.82
6.89,nan,11.38,12.2,97.27,119.79,87.23,90.93
9.62,nan,nan,nan,97.74,125.52,97.59,94.87
4.21,16.01,7.41,nan,97.54,122.68,88.03,90.41
4.06,nan,13.28,7.31,97.52,122.43,89.48,90.6
5.55,nan,3.69,23.91,97.27,119.31,84.46,90.16
8.06,nan,nan,nan,97.3,118.2,82.55,89.63
8.95,nan,7.88,nan,97.17,117.59,81.33,89.62
6.59,nan,1.58,23.91,97.08,117.31,81.15,89.42
6.45,nan,3.72,29.1,97.13,117.32,80.58,89.33
4.84,nan,12.82,nan,97.15,117.04,80.71,89.35
nan,19.67,9.71,nan,97.09,117.13,80.44,89.18
5.55,nan,10.94,21.98,96.9,116.85,80.28,89.36
13.0,nan,6.07,nan,97.12,116.91,80.28,89.18
nan,nan,5.44,nan,96.95,116.73,79.93,89.11
12.48,25.46,8.39,nan,97.07,116.92,80.35,89.3
10.71,nan,13.35,26.99,96.98,116.87,80.15,89.26
nan,nan,6.53,nan,97.06,116.82,80.23,89.14
5.36,nan,7.42,7.34,97.18,116.98,80.34,89.27
4.04,20.53,11.57,10.82,97.06,117.03,80.63,89.5
4.75,nan,9.61,nan,97.08,117.06,80.53,89.22
10.54,19.21,nan,32.25,96.91,117.05,80.8,89.43
11.71,35.95,11.71,29.63,97.08,117.19,80.79,89.34
11.68,nan,3.43,nan,96.8,116.86,80.56,89.3
12.98,16.79,nan,33.48,97.11,117.23,80.51,89.27
8.52,10.85,10.82,nan,97.14,117.01,80.65,89.41
10.46,26.03,9.48,28.84,97.0,116.81,80.6,88.85
5.5,nan,nan,13.3,96.16,115.4,79.17,88.51
nan,nan,2.86,16.58,95.73,115.72,79.26,88.01
nan,23.76,12.1,24.77,96.55,116.39,79.12,88.44
6.09,nan,nan,nan,95.49,115.78,79.34,89.0
nan,nan,nan,nan,95.79,116.32,78.82,88.12
nan,nan,10.45,21.43,96.48,116.18,78.74,88.13
