L1-APD1,L1-APD2,L2-APD1,L2-APD2,L3-APD1,L3-APD2,L4-APD1,L4-APD2
0.0005652236938476032,0.0007273292541502905,0.0006005477905272863,0.000698099136352384,0.03727461814880388,0.00286136627197268,0.006884164810180672,0.018277254104614855
0.001483564376830701,0.0007251548767088815,0.0005945682525634168,0.0007059288024900943,0.036505556106567,0.0028609943389892693,0.006857500076293962,0.018287687301636407
0.001116924285888346,0.0007262516021727574,0.0005967998504638071,0.0006941223144529564,0.037308034896850875,0.002882766723632823,0.006850843429565491,0.01829060554504479
0.0009609794616696279,0.0007194805145262622,0.0005997943878173245,0.0006982326507566788,0.03737011909484904,0.002877197265625013,0.006682567596435659,0.018252706527710653
0.0012331390380855953,0.000723199844360239,0.0005962944030761125,0.0006977462768553207,0.037179994583129476,0.0028250122070312884,0.00698875427246088,0.018211688995361974
0.001065721511840503,0.0007145214080809287,0.0005961704254149834,0.0006984806060789304,0.03720312118530216,0.002838344573974626,0.006922731399536065,0.018221111297608037
0.0008911991119382154,0.0007211112976073062,0.0005920600891112695,0.0006884956359861443,0.037316303253173776,0.0028460502624512063,0.006895771026611294,0.018243284225464545
0.0008761501312253338,0.0007259845733641599,0.0005939674377440812,0.0006971263885496447,0.037344293594360395,0.0028548240661621285,0.006893405914306617,0.01825512886047418
0.0007922935485837846,0.0007209205627440238,0.0005877113342284631,0.0007014274597166386,0.037365198135376206,0.0028527545928955346,0.006882877349853534,0.018228673934937
0.0009057044982907503,0.000715742111205939,0.0005938625335692768,0.0006949615478513979,0.0373688220977786,0.0028723526000976806,0.006861991882324248,0.018235769271851176
0.0008661746978757276,0.0007237243652342749,0.0005923461914061942,0.0007010650634764075,0.03654523849487305,0.0028691387176513748,0.006846017837524459,0.018209257125854854
0.0010658168792721267,0.000721263885497926,0.0005885601043700589,0.0007040786743162679,0.03727486610412628,0.002869291305542014,0.006827802658081142,0.018246517181397016
0.0008561038970944903,0.0007138633728026111,0.0005927181243895907,0.0006961917877195576,0.03728889465332037,0.002894182205200188,0.006732215881347711,0.01825857162475648
0.0008201694488523285,0.000716896057128784,0.0005969619750976001,0.0007025241851805063,0.03732383728027341,0.002890281677246097,0.006836624145507892,0.018205060958862984
0.0010015106201168523,0.0007274246215819459,0.000590400695800726,0.0006997013092039518,0.0369526481628419,0.0028485488891601854,0.00685264587402347,0.018187065124512073
0.0008613204956052288,0.0007248497009276333,0.0005944633483886163,0.000705413818359225,0.03723834037780741,0.0028849029541015317,0.006809940338134882,0.01820414543151908
0.0010238456726070913,0.0007203960418700117,0.0005930233001708398,0.0007002639770506284,0.037286167144775346,0.002910127639770493,0.006830224990844799,0.018200464248657545
0.0007836055755613279,0.0007277011871336771,0.0005887889862059984,0.0007059669494627541,0.03723465919494599,0.0029134941101074093,0.0068182659149170904,0.01819291114807174
0.0007745933532712992,0.0007312107086180724,0.0005927085876464238,0.0007017898559568761,0.03448810577392527,0.0025374126434324143,0.005641250610351566,0.01765275001525891
0.0007859134674070361,0.0007172870635985154,0.0005897617340087317,0.0006995773315428193,0.03454034805297856,0.002735700607299791,0.008282318115234541,0.017664880752564185
0.00101310729980437,0.0007202434539793768,0.0005988788604735769,0.0007011127471922348,0.03771939277648906,0.002743234634399416,0.00779738426208509,0.01773689270019626
0.0008852767944333415,0.0007293605804442568,0.0005932426452636167,0.000704593658447104,0.036651563644409385,0.0027226257324218855,0.007834644317626965,0.01767053604126039
0.0008822917938229962,0.0007306289672850678,0.0005942916870116577,0.0007012271881102084,0.03655356407165523,0.0027471923828125246,0.007926149368286171,0.017714529037476626
0.0009260463714596853,0.000716581344604379,0.0005928897857665463,0.000689010620117019,0.03631689071655302,0.0027099609374999613,0.008066692352294971,0.017667846679688237
0.0012050247192379273,0.0007126903533934221,0.0005913829803466271,0.0006920337677000349,0.03574686050415068,0.002783432006835988,0.007756738662719854,0.017718830108643387
0.0011841106414791536,0.0007273483276366355,0.0005926322937011158,0.0006767845153806667,0.035255155563355296,0.002750682830810548,0.008165121078491397,0.017682552337647282
0.0012122058868404622,0.0007090854644774089,0.0005966758728026787,0.0006938838958738603,0.0362475681304932,0.0027577304840088073,0.007992429733276416,0.01762348175048876
0.0008533287048337574,0.0007171058654783997,0.0005991840362548262,0.0006964015960691657,0.03696501731872575,0.0027704143524169495,0.0073948860168455924,0.017632207870483634
0.0009306812286374153,0.0007145500183104103,0.0006020736694335384,0.0006945323944090088,0.03673448562622088,0.0026873493194579205,0.008329381942749218,0.017624340057373487
0.0009844398498532118,0.0007241249084471576,0.0005983638763427141,0.0006872367858884883,0.0368898105621342,0.002712192535400354,0.008159265518188623,0.017610139846802056
0.0009648799896237402,0.0007162857055662834,0.0005932044982909581,0.0006933593749998204,0.036170558929443666,0.0026073169708250065,0.007112789154052678,0.017460632324217937
0.0008226776123044712,0.0007144260406492802,0.0005973434448241605,0.0006927299499509961,0.03548749923706063,0.0026649475097654954,0.008121814727783394,0.017621107101440672
0.0009181499481198425,0.000723075866699118,0.000586757659912051,0.0006950759887693714,0.034126834869384906,0.0026341533660886947,0.006968288421630912,0.017086439132690145
0.0007528305053708969,0.0007187175750731234,0.0005608940124511167,0.0007005691528318661,0.03381389617919924,0.002715034484863241,0.008084249496460002,0.017524805068969706
0.0008363056182858991,0.0007162761688231319,0.0005746650695800182,0.0006927680969236612,0.0324600410461427,0.002618579864501841,0.00738308906555186,0.01712578773498518
0.0007727718353269494,0.000712471008300656,0.0005795764923095124,0.0006978034973142812,0.03536897659301785,0.0027200031280517544,0.00831738471984872,0.01747576713561979
0.0008982563018796229,0.000728740692138585,0.0005989360809325575,0.0006996822357176174,0.0357579135894774,0.0027251338958740024,0.008304519653320483,0.01751295089721634
0.0011012077331539534,0.0007270431518553804,0.0005985069274901758,0.0006978034973143044,0.035684852600098224,0.002724895477294901,0.008280363082885833,0.01748943328857363
0.0009988784790035832,0.0007342243194579229,0.0005925655364989648,0.0007012176513670361,0.03565443992614795,0.002723541259765622,0.008041133880615446,0.017499885559081503
0.0011197280883785612,0.0007257652282713887,0.0005962753295897878,0.0007010650634764076,0.035563449859620073,0.002726306915283185,0.008150949478149584,0.017497882843017294
0.0008088779449460851,0.00072234153747548,0.0005932140350341227,0.0007012462615965216,0.03546851158142144,0.002719888687133754,0.008017673492431855,0.01754749298095715
0.0010905838012691836,0.0007343673706053943,0.0005850601196288465,0.0007087039947508363,0.03544982910156254,0.0027216529846191165,0.008373889923095939,0.01753102302551235
0.0009299087524411173,0.0007159900665281984,0.0005871009826659604,0.0007050228118894951,0.03557184219360349,0.002671890258788951,0.007574357986449978,0.017337236404417724
0.0009195327758786313,0.0007227516174315394,0.0005906867980956462,0.0006981945037840154,0.03471694946289036,0.002677278518676675,0.007464675903320294,0.017335577011107405
0.0010362339019772129,0.000736894607543879,0.0005915832519530701,0.0007045364379881173,0.034683179855346344,0.002652120590209808,0.00739275932312013,0.017342853546141596
0.0008127880096433489,0.0007234668731688355,0.0005872917175292363,0.0007125949859617738,0.03466088294982826,0.0026664257049559326,0.007413797378540075,0.017348918914793853
0.0009219646453854703,0.0007246398925780217,0.0005936813354491567,0.0006994628906248346,0.03418484687805189,0.0026059150695798834,0.007017774581909166,0.017361068725585016
